sample-id	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath	type
SRR10131550_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131550_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131550_L001_R2_001.fastq.gz	paired-end
SRR908073_DENVER_2013	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR908073_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR908073_L001_R2_001.fastq.gz	paired-end
SRR1523693_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523693_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523693_L001_R2_001.fastq.gz	paired-end
SRR30160148_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160148_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160148_L001_R2_001.fastq.gz	paired-end
SRR6914767_SCHMIDT_2018	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914767_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914767_L001_R2_001.fastq.gz	paired-end
SRR30160166_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160166_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160166_L001_R2_001.fastq.gz	paired-end
SRR3216391_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216391_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216391_L001_R2_001.fastq.gz	paired-end
SRR1737730_LU_2015	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737730_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737730_L001_R2_001.fastq.gz	paired-end
SRR30160137_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160137_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160137_L001_R2_001.fastq.gz	paired-end
SRR24313861_ZHU_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24313861_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24313861_L001_R2_001.fastq.gz	paired-end
SRR8272166_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272166_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272166_L001_R2_001.fastq.gz	paired-end
SRR30160161_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160161_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160161_L001_R2_001.fastq.gz	paired-end
SRR25536420_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536420_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536420_L001_R2_001.fastq.gz	paired-end
SRR3216398_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216398_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216398_L001_R2_001.fastq.gz	paired-end
SRR21755283_DONGHUA_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755283_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755283_L001_R2_001.fastq.gz	paired-end
SRR6914763_SCHMIDT_2018	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914763_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914763_L001_R2_001.fastq.gz	paired-end
SRR5430110_DIA_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430110_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430110_L001_R2_001.fastq.gz	paired-end
SRR18494401_CAO_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494401_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494401_L001_R2_001.fastq.gz	paired-end
SRR30160134_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160134_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160134_L001_R2_001.fastq.gz	paired-end
SRR30160143_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160143_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160143_L001_R2_001.fastq.gz	paired-end
SRR24888899_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888899_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888899_L001_R2_001.fastq.gz	paired-end
SRR25536400_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536400_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536400_L001_R2_001.fastq.gz	paired-end
SRR8618613_LIU_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618613_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618613_L001_R2_001.fastq.gz	paired-end
SRR17982067_LI_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982067_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982067_L001_R2_001.fastq.gz	paired-end
SRR30160124_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160124_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160124_L001_R2_001.fastq.gz	paired-end
SRR6914766_SCHMIDT_2018	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914766_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914766_L001_R2_001.fastq.gz	paired-end
SRR30160149_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160149_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160149_L001_R2_001.fastq.gz	paired-end
SRR24888901_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888901_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888901_L001_R2_001.fastq.gz	paired-end
SRR1523682_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523682_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523682_L001_R2_001.fastq.gz	paired-end
SRR10131536_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131536_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131536_L001_R2_001.fastq.gz	paired-end
SRR20853644_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853644_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853644_L001_R2_001.fastq.gz	paired-end
SRR15714625_CASR_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714625_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714625_L001_R2_001.fastq.gz	paired-end
SRR6914768_SCHMIDT_2018	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914768_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR6914768_L001_R2_001.fastq.gz	paired-end
SRR8618614_LIU_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618614_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618614_L001_R2_001.fastq.gz	paired-end
SRR30160155_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160155_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160155_L001_R2_001.fastq.gz	paired-end
SRR1523712_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523712_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523712_L001_R2_001.fastq.gz	paired-end
SRR21755286_DONGHUA_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755286_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755286_L001_R2_001.fastq.gz	paired-end
SRR5430108_DIA_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430108_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430108_L001_R2_001.fastq.gz	paired-end
SRR1523701_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523701_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523701_L001_R2_001.fastq.gz	paired-end
SRR26068518_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068518_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068518_L001_R2_001.fastq.gz	paired-end
SRR15879219_GUALTIERI_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879219_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879219_L001_R2_001.fastq.gz	paired-end
SRR27374968_DONGHUA_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374968_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374968_L001_R2_001.fastq.gz	paired-end
SRR30160121_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160121_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160121_L001_R2_001.fastq.gz	paired-end
SRR5133619_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133619_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133619_L001_R2_001.fastq.gz	paired-end
SRR8272167_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272167_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272167_L001_R2_001.fastq.gz	paired-end
SRR3215163_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215163_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215163_L001_R2_001.fastq.gz	paired-end
SRR27374972_DONGHUA_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374972_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374972_L001_R2_001.fastq.gz	paired-end
SRR25536422_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536422_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536422_L001_R2_001.fastq.gz	paired-end
SRR30160131_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160131_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160131_L001_R2_001.fastq.gz	paired-end
SRR27374971_DONGHUA_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374971_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374971_L001_R2_001.fastq.gz	paired-end
SRR11319462_WANG_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319462_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319462_L001_R2_001.fastq.gz	paired-end
SRR5133616_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133616_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133616_L001_R2_001.fastq.gz	paired-end
SRR15879209_GUALTIERI_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879209_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879209_L001_R2_001.fastq.gz	paired-end
SRR15714626_CASR_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714626_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714626_L001_R2_001.fastq.gz	paired-end
SRR24888906_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888906_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888906_L001_R2_001.fastq.gz	paired-end
SRR26284396_SCUT_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26284396_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26284396_L001_R2_001.fastq.gz	paired-end
SRR1523684_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523684_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523684_L001_R2_001.fastq.gz	paired-end
SRR1523688_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523688_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523688_L001_R2_001.fastq.gz	paired-end
SRR25536413_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536413_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536413_L001_R2_001.fastq.gz	paired-end
SRR5121314_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121314_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121314_L001_R2_001.fastq.gz	paired-end
SRR25536419_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536419_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536419_L001_R2_001.fastq.gz	paired-end
SRR908078_DENVER_2013	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR908078_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR908078_L001_R2_001.fastq.gz	paired-end
SRR10131545_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131545_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131545_L001_R2_001.fastq.gz	paired-end
SRR30160153_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160153_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160153_L001_R2_001.fastq.gz	paired-end
SRR5430107_DIA_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430107_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5430107_L001_R2_001.fastq.gz	paired-end
SRR24888900_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888900_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888900_L001_R2_001.fastq.gz	paired-end
SRR908075_DENVER_2013	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR908075_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR908075_L001_R2_001.fastq.gz	paired-end
SRR25536407_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536407_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536407_L001_R2_001.fastq.gz	paired-end
SRR1523705_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523705_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523705_L001_R2_001.fastq.gz	paired-end
SRR10131541_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131541_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131541_L001_R2_001.fastq.gz	paired-end
SRR30160164_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160164_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160164_L001_R2_001.fastq.gz	paired-end
SRR5133623_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133623_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133623_L001_R2_001.fastq.gz	paired-end
SRR10131540_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131540_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131540_L001_R2_001.fastq.gz	paired-end
SRR20853641_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853641_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853641_L001_R2_001.fastq.gz	paired-end
SRR11319470_WANG_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319470_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319470_L001_R2_001.fastq.gz	paired-end
